PCNT	DYNC1H1
FGF13	SHC3
PSMB2	PSMD7
CDC25A	MAP3K5
PTGS2	PRKAB1
MMS19	HDAC3
PLCD3	PRKCB
FOSB	TH
CBLC	CBL
EPB41	ACTIN
ITGA3	EGFR
CAV1	TGFBR1
MAP2K1	ELK1
CALML3	PPP3R2
PEBP1	MAP2K6
PSMB5	CDK2
SRC	FGF21
PAK1	MAX
CEP135	CETN2
CDK2	PSMD9
RPL37	RPS20
RPS11	UBC
RPS6	RPS24
TLR6	IKBKG
PTP4A1	CCNA2
UBE3A	PSMA5
SOCS4	CSF3R
TP53	CFLAR
EDN1	PRL
CHUK	MAP4K4
MAD2L2	ANAPC1
UBQLN1	ANAPC5
GSK3B	GLI2
PDGFD	GAB1
FGFR2	MAPK1
RPL41	RPS20
FANCD2	C17orf70
SOCS7	GHR
TGM2	PLCB2
IGFBP2	TP53
RPS6KB1	HSF1
HDAC5	GNG2
RBL1	MXI1
CCNA1	CCNA2
PSMA3	PSMD2
FOXO1	ANGPT2
PDE6C	PDE6H
GAB1	GFRA1
MATK	HLCS
PAAF1	ANAPC4
CSF2RB	STAT5A
AR	JUN
LCK	PIK3R1
CCND1	KLK3
RHOA	PRKCSH
DUSP7	MAPK12
PSMA5	FZR1
NUTF2	RAN
CNR1	CACNA2D1
ARRB1	CYTH2
ATG12	ATG5
PAAF1	ANAPC10
HSPB1	RAD23B
STK16	IRF3
GNAI3	RAPGEF4
ANAPC1	CCNB3
CCR1	GNAI3
MAP2K1	FRS2
PSMA1	TRIP12
ENPP2	PLAU
MMS19	INTS3
DUSP8	MAPK1
PSMF1	PSMC1
SHC1	ILK
TRB@	CSK
RPL37	RPS10
NRTN	RET
HBA1	UBC
RPL36	RPS14
VTN	ILK
AKT1	MLST8
PSMA8	PSMC2
ZAP70	PAG1
IL3	PIM1
SKI	SMAD2
HPGD	ECM1
HLA-G	KLRC1
EPN3	RET
BRAF	YWHAH
ADCY1	PRKACB
TRIM25	CDK7
NRBP2	TRIP10
PSMD2	CUL5
FOXM1	SP1
ZFHX3	MUC5AC
ITGA1	DPF2
GNAI1	S1PR1
UBR1	EXOC6B
CEP135	SSNA1
PSMD4	PSME3
HBA1	RPS24
SMAD4	NUP214
CAPN1	PIK3R1
TPR	NUP93
FGF14	SDC2
PSMD4	PSMB10
CACNA1E	CACNA1F
EP300	NOTCH1
CTNNB1	GJA1
CEP152	PCNT
PDGFRB	STAT5B
AURKB	FEV
MYH1	LOC646821
RAF1	PHAX
CDK4	HLCS
JAK2	IL12B
CEP76	CEP72
CEP70	AZI1
CXCL12	RAP2B
DYNC1I2	TUBB4
CTNND1	IGF1
ETS1	PGF
NCOA3	MYC
IGHE	PIK3R1
FRS2	FGF20
EIF5B	RPS3A
TLR1	LY96
CCNE1	CDKN1C
STK40	PSMA6
PSMB8	PSMB9
JAK2	IL2
TNF	IFNG
SOCS4	EPOR
RPL5	RPL10
IL2	PRKCE
ITGA2B	TLN2
BUB1	ZYX
NR1I3	CYP1A2
GADD45A	MAP3K4
PTK2	PIK3CD
RAC3	NCKAP1
FGR	SHC1
ABL1	SOS1
TRAF2	MAP4K5
RPL5	RPL30
ITGB2	ICAM2
CDK5RAP2	SDCCAG8
PGF	VEGFA
ROCK1	MYH6
SDCCAG8	CETN2
SNCA	TRIP12
ADRBK2	CCR9
MAPK14	NR3C1
PPYR1	H3F3B
HSPB1	ACTB
IL11	IL6ST
FGF13	MAPK3
SERPINF2	LCP1
MAP2K7	TRIM21
ARL6IP5	SLC1A3
GATA1	DDAH2
MAPK12	JUN
PPP2R5C	BCL2
EIF2S2	RPS15A
NTF3	SH2B2
CASP7	EIF4G3
SSTR1	PTPRU
CRK	CBLC
PSME2	PSMD10
GHR	STAT5B
BUB3	LOC650621
CNR1	CACNA1C
SNRNP70	SNRPB2
CNR2	GNAO1
PLCG1	GSN
MYC	COL1A2
PTPRR	MAPK11
EPHA1	EFNA1
CSF3	MAPK3
DYRK4	PHAX
FGF20	PIK3R1
ADCY7	PRKX
NUP93	CPSF1
PPP2R5D	PPP2R5E
MAPK1	GAB1
CDK6	ZHX1
CDC25A	CCND1
RPL10	RPL22
LBP	VCAM1
RASGRP3	CACNG7
HDAC6	HDAC11
FYN	SDC2
HSP90AA1	CEP70
INS	RPN2
MAP3K7	MAPK3
POM121	SNRPE
CRP	CD40
IL10RA	IL10RB
LMO7	ACTN4
EIF4EBP1	EIF4E2
SNRPB	SNRPD2
STAT6	THY1
ITCH	FGFR3
FYN	EPHA2
PSMB5	PSMD11
RGS9	PDE6H
PPP2R5D	PKN1
IL12RB1	STAT4
MAP3K14	MAP3K8
POLR2A	POLR2K
GNAI2	ADCY6
MS4A2	VAV1
SOS1	UGCG
SMAD3	FOXO4
SUMO1	HDAC1
NEDD4L	FGFR4
STAT1	STAT5B
IL2RB	DOK2
EIF1AX	RPS28
IL12RB1	TBX21
DNM1	NGF
PIP5K1A	WAS
KDM3A	KLK3
IL2	STAT5B
EGFR	CRK
PSME3	ANAPC10
CCL8	CXCR1
CEBPD	SFTPD
TNR	ITGA5
TRADD	SMPD1
SOCS1	IL4R
PRKCB	FLT1
CLDN10	CLDN8
NUP50	POM121
FANCB	FANCA
PRC1	RACGAP1
ITGA3	ITGB3
AAAS	RNPS1
NEK2	CEP135
ODF2	DCTN3
PPP2R1B	PPP2R5D
IHH	PTCH2
VAV1	MAPK8
CDK2	CDKN1B
EIF3B	EIF3G
PHGDH	GAD2
RPL38	RPS27
MAPKAPK5	POP7
BBS4	PCM1
RIPK2	CASP10
ODF2	CEP76
TP53	THBS1
TNFRSF11B	TNFSF11
NTF4	NGFRAP1
RPL11	RPS9
MYL6B	MYH11
CASP7	TNFRSF1A
SMAD7	SMAD1
MAPK9	NR3C1
SP1	MT2A
RPL38	RPS15
MET	STAT3
STK4	PPP1R13L
CLK2	RUVBL2
EPHA2	PLCG1
HNF1B	ALDOB
CDC42	TIAM1
ADRA1B	GNGT1
MAPK8	ATF2
TUBB	TUBA1A
MAPK9	PTK2B
FGF5	FGFR3
FHL2	ITGAM
EGFR	UBB
PAAF1	UBE2C
SERPINE1	LRP1
PRKDC	CDKN2D
IL6	SERPINE1
MYH11	MYL3
FGF11	MAPK1
FOS	VEGFC
PSMA5	PSMD10
BLNK	BCR
IL12A	CCL3
FAIM	CD40
MAP3K1	SMAD2
ARPC1A	ARPC2
RPS6KB1	RPS4X
NFKBIA	SRC
FBXW11	LOC728622
E2F1	CES4
ZFYVE20	PIK3R4
PSMD9	CDC23
STAT1	KIT
RPL5	RPS20
MAP3K2	PROK2
NEK2	CEP63
IL23R	NFKBIA
KIT	MTA1
CD2	PRKAR2A
CLDN15	CLDN17
PRDX3	MAOB
EIF2S1	RPS21
BCAP31	CASP8
FBXW11	FBXO43
RPSA	RPS16
PSMB8	IDE
FCER1G	SHC1
RPS6	RPS2
FOXO3	PIK3CG
IFNG	CCL2
PIK3R2	IRS2
CHP	NFATC3
RANBP2	HDAC4
ITGA3	PLAUR
CEBPB	EEF1A1
WNT1	TLE1
NFIC	POLR3F
PSMB1	CDK2
COL4A1	ITGA7
YWHAE	DCTN2
COL6A1	ITGA5
CSNK1E	SKAP1
DUSP7	MAPK14
ERCC5	TCEA1
MTOR	AKT1
IKBKB	TRAF6
RARA	KAT2B
AURKB	MDFI
SHROOM1	MYH1
TUBB4	GJA1
IL18	SAA1
CNTF	TH
IRF9	STAT5B
LAMB4	SV2C
PSMD3	CDK2
PSMB5	PSMB8
PIK3R1	STAT3
IL4	MS4A2
RYR3	CACNA1C
ENAH	ZYX
CD79A	RPS6KB1
MYH2	MYL3
PSMC6	PSMD9
DYNLL1	TUBA1A
CSNK2A1	HIRIP3
ARPC4	ACTR3
HDAC10	MBD2
RPL28	RPS12
CXCL12	CXCR2
GH1	STAT3
LRP8	CRKL
VIL1	HGF
GNAQ	HSPG2
TNF	TRAF1
SYK	YES1
SRPRB	INS
SPRY3	RASA1
MAX	NDRG2
RPL29	RPS17
RB1	NFYA
FLNB	ITGA2B
BMP6	ACVR1
COL17A1	DSP
PRKACA	GRIA1
PSMC6	POMP
FTL	RPS14
IL2RA	TYK2
NUP50	MAGOH
COL11A1	ITGA5
IFNG	TGFB2
SRC	CDH1
BMP4	NKX2-5
PIK3R1	GRB2
PSMB11	UCHL5
STK17A	PPP1R13L
EPS15	FGFR4
TH1L	POLR2A
NCAPD2	PRKAR2B
CACNG7	CACNA1D
PIN1	PPP2CA
SYK	LAT
SMC2	NCAPD2
ARHGEF5	RAC1
TYK2	HNRNPK
GPR132	CHEK1
HSPB1	UBE3A
FYN	SOX10
WNT5A	FZD10
LAMA3	LAMB2
ACTN1	CRKL
CACNB3	CACNA1I
FOSL1	NOS3
PLCG1	PRKCZ
MAX	PFKM
MTG1	WASF2
DOK2	RASA1
LYN	EPHA1
NUP153	NCBP2
RPL41	RPS27A
PSMF1	CKS1B
CEBPB	ID1
PSMD14	UBE2C
TP53	C12orf5
MAP2K1	IL8
CLSPN	ATRIP
CXCL1	XCR1
PIK3CG	PIK3R1
SNX6	NCK2
ARPC5	ARPC1B
PPP2R1A	SFN
CRLF2	TYK2
PPP2R1A	PPP2R1B
NUP155	SEH1L
MLLT4	JAM3
PIM1	TSC22D3
CTDP1	COBRA1
PPP4C	H2AFX
RPS9	RPS13
FYN	CTTN
ERCC3	RPA1
TCF7L1	MITF
CD151	PIK3CA
CSK	PIK3CG
MAPKAP1	AKT1
GTF2E1	GTF2A1
JUN	PTGS2
AKT1	ITGB1
CSK	INSR
HNRNPUL1	TP53
CX3CL1	RA4
TP73	BAX
TP53	DUSP1
MED1	APOA1
PAK7	RAC1
FGF2	SHC3
CXCL2	CCR4
RPL6	RPS13
MAPKAPK5	CSDE1
FN1	PRKAR1B
COL17A1	SMAD3
TLN1	PTK2
PCM1	CEP250
CSF3	FUT1
CAMK4	CREB1
PTPN11	KRAS
ANAPC11	HERC2
LIF	PLA2G4A
SFRP2	FZD1
HRAS	SDC2
PKN2	PRKCZ
EPS15	KIT
MAP2K6	MAPK14
PIK3R1	CBLB
SHC2	NRG1
PCM1	ALMS1
FGF9	PLCG1
PPARA	ACAA1
GDNF	MAPK14
FGFR1	DDX6
PARVG	ITGA10
HLA-A	CSK
CCNE2	ANAPC4
E2F1	HDAC1
PAK1	ARHGAP20
ACTG1	VCL
TNF	PLA2G4A
TNIP2	NFKB1
FYN	AGAP2
WNT5A	GNB1
VWF	ITGB6
NRAS	ARAF
CDK1	ACTR1A
RARB	KAT2B
CLDN3	CLDN5
CRPP1	ESAM
STK38	HLCS
KIF20A	PRC1
CD3G	CD8B
HERC2	AURKA
PIP5K1C	SCIN
PPBPL1	CCR4
SNCA	SLC6A3
TRIB3	UHMK1
PVRL3	PTPRM
PIP5K1C	LOC646821
LOC652799	PIK3R2
SYT1	FASLG
BCL2	COX5B
DOCK11	CDC42
PSMA5	PSMB7
EGF	PDGFRB
MAPK3	STMN1
TIMELESS	RFC3
PRL	CTNNB1
TP53	SFN
PSMC3	FZR1
WWP1	EGFR
PRKACA	MDFI
ITGA5	ITGB5
TP53	CLCA2
C17orf70	FANCB
FPR1	PLCB1
CASP3	PRKDC
TWSG1	HAMP
CREM	NFATC1
LBP	PTGS2
NFKBIA	NFKBIB
PF4	GNG2
FBXW11	CUL1
NFKB2	MAP3K14
PRKACG	CXCL12
CSTF3	PAPOLA
UBE3A	PSMD2
POM121	GCKR
SMAD2	SMAD7
SP1	ME1
JAK2	IL23A
SOCS7	PRLR
MAPK1	RBBP4
EXOC6B	PSMD9
CDK5	CDK2AP1
SH3KBP1	UBB
CCL14	CCR5
CLDN16	TJP3
IL1B	PIK3CA
CDH1	MET
PDPK1	ITGB1
NFKBIB	NFKB1
ERBB2	PIK3R1
MAPKAPK5	EXOSC5
RPS6KB1	DOK1
DOK6	GFRA1
IL2RB	SOCS3
PSME1	CDC20
CYFIP1	NCKAP1L
PSMB2	PSMB10
CREB3	CREBBP
BUB1	CDC20
VHL	CXCR4
CALM1	DAPK1
TRIP12	PSMB6
CLK1	SRPK1
PSMD5	UBE2C
KIT	SHC3
RPL21	RPS19
SDCCAG8	NEDD1
FASLG	AKT1
PDGFD	SOS1
XCL2	CCR9
PPP2R1A	FBXO43
MAPK8	KAT5
SAP30	HDAC9
POM121	SRRM1
ITGAV	PIK3CA
PLK4	CETN2
CCL4L2	CXCR3
HLA-DRA	SHC3
VTN	ITGA10
GNG8	PIK3CG
CREBBP	LEF1
CAMK2A	PRKCD
CD86	IL2RA
PRKAG1	ACACB
FOSL1	CCND1
PARP1	E2F1
ITGA6	ACTN1
UBQLN1	PSMA2
GNG5	PIK3R3
PSMD6	PSMB11
PSMB4	PSMD7
LEF1	CCND1
ITGAV	ITGB5
MMS19	SMAD4
BUB1B	ZZEF1
MAPK3	NR3C1
TUBA4A	CKAP5
SIRT1	ARNT
ATP1B3P1	MYO5C
EIF3L	EIF3C
CCNT2	POLR2J
ACTN2	BCAR1
S100A10	PLA2G4A
FKBP1A	SMAD3
INS	TNF
PLK1	PINX1
PLCG1	CHP
SMAD7	MAP3K7
CDH13	RAC1
RPL7	RPL21
PITX2	GNAS
PLCB4	PRKCD
SRA1	POLD3
FST	TGFB1
RASGRP3	TERF2IP
CD4	MAP4K1
PSMF1	PSMD9
RPS11	RPS20
AKT1	GNB1
APOE	LIPC
POLR2D	GTF2H1
SMAD4	RBL1
POMC	OPRK1
SRC	CD33
CACNB2	CACNA1D
PPP1R13B	BAX
PRKCE	ITGB6
CXCR6	ARRB2
GNB1	MAP3K7
PRKACA	GSK3B
INTS6	NCOR1
PSMD10	CDC20
PRKACA	EXOSC5
PIK3R3	TXK
PRKACG	MLXIPL
PRKCI	SQSTM1
FBXL5	NFKB1
NFATC4	PTGS2
HSP90AA1	PRKAR2B
TFF3	GH1
RPL30	RPS5
CASP3	PKN1
CCL28	CCR9
CEP76	OFD1
DYRK4	STUB1
RPL27A	RPLP2
SAP18	UBE2D1
NCK2	PAK7
CDH2	CTNND1
GNAI3	CD247
IRF7	IFNA16
CREBBP	MUC5AC
CCNE1	FOXM1
ERBB2	ERBB2IP
PAK4	ARHGEF6
PIN1	RPS6KB1
GSK3B	GYS2
GNAZ	SRMS
IRAK1	IRAK4
CDK4	TFDP1
SYK	STAT5B
MAPK12	CREB1
PSMC3	POMP
EDN3	EDNRB
MAGI3	LPAR2
SDC2	FGFR2
UBQLN1	CDC27
NGF	SMPD2
BDNF	SHC3
TNFSF11	TRAF6
CISH	PRKCQ
LIMK2	PTK2B
EBI3	STAT5A
NRAS	PIK3CG
JUNB	NFATC1
CTNNB1	HDAC9
FOXA1	SFTPD
COBRA1	FOSB
FGR	BLNK
POLR2K	POLR3H
ABCA1	LDLR
ADRA1D	GNA15
EDN1	MMP1
PSMD5	PSMB9
RPS6KB1	HNRNPK
SP1	COX2
RXRA	CPT1C
SUPT4H1	GTF2F2
UBE2S	CDC16
CDK5R1	ODF1
RPL5	RPS28
B2M	CD86
CSNK1D	CEP250
COL5A1	ITGA7
FGFR1OP	SFI1
LAMC1	ITGB7
CCL18	CCR2
UNC13B	VAMP2
GTF2H1	GTF2A1
RAD23B	CDK2
PPARGC1A	MEF2A
FRS2	FGF19
PRKAR2A	STMN1
GAB2	KRAS
CDC26	CCNB3
FADD	TNFRSF10A
RAC1	MUSK
CAMP	PRKACA
DOK1	YES1
ICOS	PIK3CB
FN1	ICAM1
EIF2S1	RPS3A
NR5A2	ERVK2
CSNK1E	CEP78
FGR	EPHA1
LGALS1	COL1A2
APAF1	CASP7
FYN	SRC
MYC	DDIT3
SERPINE2	PRSS8
CDK1	EPN1
SFRP5	WNT9B
RPSA	RPL38
CACNA1S	CACNG7
RPS6KA4	PPP1R13L
CDK4	EXOSC5
SMARCD1	GTF2F1
SMC4	NCAPG
GTF2F2	GTF2H4
NGFR	RHOC
IL8	EGFR
HERPUD1	ESM1
TRH	MARCKS
HSP90AA1	CEP135
OSM	EDN1
GGA3	CLTB
CCL22	CXCR1
PSMD2	UBE2E1
IGF1	PRKAB1
PRKAA2	HNF4A
KPNB1	RAN
EFNB2	NRAS
ATP8A2	CAMP
ANAPC4	ANAPC10
RPL10L	RPS11
FGF12	FGFR4
UCHL5	PSMB6
ZYX	ACTN2
CLDN23	OCLN
CD81	EZR
PTPN6	VAV1
FANCD2	TNFRSF1B
GCLC	TNF
PRKY	MLX
FOXM1	TGFA
MAP2K3	MAPK13
SPDEF	SQSTM1
RPL30	FXR2
RASGRP3	CACNG8
IL2RB	TNFRSF4
DCTN2	PRKAR2B
CD3E	CD80
S1PR1	GNGT1
MTG1	GCHFR
CCL3L3	CCR1
TBXA2R	GNB1
PRKACA	TUBG1
STK16	EEF1D
HDAC3	PPARG
HBA2	RPL34
PROC	ICAM1
PRKCD	EIF4ENIF1
FYN	CD3G
P2RX5	RYR3
CLDN3	CLDN14
CSNK1G1	YWHAE
PSMD11	PSMD14
ARPC1B	ACTR2
FGF4	FOS
RXRG	HMGCS2
C19orf40	FANCL
EIF5B	RPL3
RPL30	RPL39
GRK4	CCR1
EIF4B	RPS6
UCHL5	CDC23
MMP2	MMP14
PHGDH	HLA-A
CASP5	PTBP2
RAC2	PAK1
JUN	KLRC3
WWOX	TP73
ITPR1	PLCB4
FGFR2	PIK3R1
RRAGC	RPTOR
FZD1	DVL1
CAMKK1	MDM4
CAMK2A	CACNA1B
PPARG	CPT1A
STAT5A	PIM1
TGFB1	MAP3K7
HBA1	RPL11
CUL7	CDC23
NUP35	SEH1L
EIF2S2	RPS14
NTRK1	FRS2
S100A12	TLR2
COL1A1	BIRC5
MAX	EIF4A1
TUBB2C	PRKAR2B
RPLP0	RPS3A
RAPGEF2	TERF2IP
HNRNPR	FOS
IL1RAP	IRAK4
FGFR2	SH3GLB2
AKT1	RPS6KB2
PSMB5	PSMD4
IFNA21	IFNAR2
RPL35	UBC
MCM2	MCM7
RPS10	RPS19
FGF14	PDGFRB
MAPK1	PLAUR
MAP3K7IP1	MAP3K7IP3
IL2RG	SOCS3
FYN	TYROBP
PTK2B	TMSL3
FTL	RPLP0
UNC13B	RAB3GAP2
AGT	PLCG1
MAPK14	ETV1
CLDN16	CLDN5
FCGR3A	SYK
PLG	F2RL1
CSNK2A1	ZHX1
SUFU	RBBP4
BTK	CDK9
CCL4L1	CXCR5
NFIL3	PTH
SMURF2	FGFR2
VRK1	CREB1
SLC10A2	ANAPC5
FCGR2B	CSK
PSMB10	PSMC2
PLAU	ERVK6
SOCS1	CBL
DIAPH2	PFN4
MYLK2	MYLPF
LAMA3	YWHAZ
RPS4X	RPS16
RHOC	ROCK1
CASP6	EIF4A1
CLDN3	CLDN17
COL11A1	ITGB1
UNC5B	FYN
PSMA4	ANAPC5
LPL	APOA2
RPS6KA4	LUZP1
MAP3K5	MAPK8
ARNT	HMOX1
LOC650621	ANAPC5
SAP30	GLI3
GTF2H3	POLR2K
ATF4	CREBBP
ATF2	SMAD4
ITGAD	TLN1
RPL8	RPS17
PAK1	EIF4A3
JUN	MT2A
PMAIP1	BAK1
IL8	CXCL1
CCL2	IL6
GTF2H2	GTF2A1
YWHAG	PRKAR2B
TRAF2	CD40
PSMA6	PSMB6
PRKCB	SDC3
IL3	PRKACB
PF4	GNAI2
RPL5	UBB
ELK1	FOS
ARNT	COPS5
YWHAZ	MAP2K1
GNAI1	BCAR1
PRKAR2A	PXN
GNA15	GNG2
RPL36	MRPS7
WAS	ARPC4
FEN1	POLD4
EGLN2	HIF1A
RAB3IP	RAB8A
VEGFA	VCAM1
FGFR3	SH3KBP1
POLR2F	ERCC2
DVL2	VANGL1
GABRA2	GABRA4
PPP1R1B	PPA1
RHOA	FN1
ARPC3	RPS3
IL4	CASP3
NLK	HNF4A
PPIB	BSG
PCNT	YWHAG
SPP1	ITGB3
NR5A1	STAR
EPN1	LOC652799
GTF2A1	GTF2B
AKT2	PAK1
INPP5J	PLCD1
RPL11	NCL
CEP135	AZI1
NFKBIA	SKP1
A2M	LRP1
MAP3K1	NFATC3
SHC1	GRB2
CYTH3	ARF6
DUSP9	MAPK11
CCR6	JAK3
RAP1A	RHOA
WNT2B	FZD9
MAD2L2	ANAPC13
GDF6	AMHR2
HVBS6	PIGR
COL1A1	ITGA2
TDGF1	YES1
NEDD9	TRIP6
TPR	SNRPD2
GNAO1	RHOA
PRICKLE2	DVL2
IGSF5	MAGI1
TGFBR1	STRAP
SRC	FYN
NCAPD2	PRKACG
IAPP	CALCR
TIPIN	RFC3
STAT3	CCND3
RXRA	GK
RIPK2	MAP3K7IP2
MAPK3	GAB2
TP73	TP53I3
TFDP1	CES2
MRPS7	RPL39
CAMKK2	CDK16
NR1I3	MAP2K1
IGHE	SHC2
PSMC1	PSMD3
RPL23A	RPS28
PTPN6	TRA@
MAPK3	VCAM1
SAP18	HR
SRC	NFKBIA
PSMB10	PSMB5
PTK2B	TGFB1I1
CAMK1G	HRAS
AP2A1	CBL
NEK4	DDX39A
GRK1	OPN1SW
SPRY2	FGF22
UBQLN2	GPR160
CSNK1G1	DVL3
PRKCZ	BFAR
TRAF2	MAP2K3
THPO	HIF1A
IL1B	GH1
F8	LRP1
YES1	G3BP1
ATF2	HRK
S100B	TNF
CDK5	SMYD2
SH3GLB1	RET
BCHE	ACHE
IL2	MAPK11
PIP4K2C	ACTN2
PAK1	MUSK
FOXA2	KCNJ11
PTPRE	YES1
F2	CXCR4
PTEN	BMI1
PIK3R3	PDPK1
IFNA16	IFNG
JAK2	CAMK2A
ARNTL	CRY2
CLU	TGFB1
SERPINB2	PPP1CC
STK40	MBNL3
PIAS1	STAT2
LOC652614	KIR2DS1
CDK5RAP2	DYNC1I2
STX1A	ACCN2
FGF4	PLCG1
TUBG1	CP110
STRAP	SMAD3
RPL29	RPS5
TUBG1	PRKAR2B
CXCL9	CXCR5
ADRBK1	GPR182
FKBP1A	TGFB2
CSK	SRC
IKBKG	NFKB1
SUMO1	CDH1
WHSC2	TH1L
VDAC2	BAX
CTNNA2	ACTB
RAP1A	BCAM
ARID4A	RB1
YWHAE	SSNA1
ACTR3	CDKN1A
WNT5B	FZD4
ADRM1	ANAPC5
HLA-DRA	CD3E
MAPK1	NCOR2
FLNB	ITGA9
NUP85	NUPL2
GNRHR	GNAS
E2F1	E2F3
BCL2L11	BAX
PSMB7	UBR1
FZD4	DVL3
HIF1A	BHLHE41
CDKN2B	CDK4
RPS6KB1	RPS23
TP53	IGFBP3
FOXO1	STAT3
RALB	MAPK14
AP1B1	AP1G1
GRB2	ELK1
INADL	CLDN16
ERBB2	JAK2
NR3C1	SGK1
NUP205	THOC4
PAAF1	PSME4
CCR9	JAK3
ARAP1	RHOA
TGFB1	ERBB2
CTNNB1	BTRC
TRA@	CD3E
KIT	SH3GL2
PTPN12	PIAS2
TGFBR1	EIF2A
EIF4E	EIF4B
PRKACB	EP300
PCM1	SSNA1
TPR	GCK
LPAR2	RELA
CER1	WNT2
FPR1	SLC9A3R1
ILK	PPP1R14A
EFNA5	EPHA6
CASP4	EIF4G2
FOXP3	NFKB1
ANAPC11	CDC16
CCL11	CCR2
CDK4	MBNL3
PRKCD	BCAR1
IL2RB	PRF1
EGFR	CYTH2
ADRBK1	CXCR3
RPL39	RPLP2
STK36	GLI2
IL27RA	STAT3
EIF4A1	EIF4A2
IL12RB2	STAT6
CEP63	OFD1
PPP2R2A	YWHAE
SH3BP2	TRA@
CCNB1	ANAPC4
EPOR	SOCS3
CISH	STAT3
EREG	ERBB4
IL2RG	DOK2
PIM2	EIF4ENIF1
MRPS7	RPS18
PSMD14	PSMD13
PTK6	SMAD2
RPS6KA5	NEUROD1
TGFBR2	EIF4H
IL3RA	JAK2
ITGAE	CALR
DEC1	CLOCK
RGS1	LYN
AURKB	ZNF606
MAPK14	MYC
PSMC3	PSMF1
WNT3	FZD6
HDAC2	RBBP7
TPH1	GPR26
NR3C1	PIK3R1
COPS5	SMAD7
PSMA7	ANAPC7
CYBA	NCF1
PNPLA2	FGF2
SUMO1	NUP214
STK11	SMARCD3
PSMA6	PSMD5
PRKAR1A	PXN
NFKBIA	IL2
LPAR3	GAB1
TFE3	SERPINE1
JUN	APOA1
MAPK8	DUSP8
MAPK11	FOS
CEP78	CEP70
CHRD	BMP7
PRKG1	PLN
JUN	IL18R1
CNTF	IL6ST
CEP76	TUBA1A
CYR61	ITGA5
SPCS2	INS
TNKS	TERT
CDK1	CEP78
GAB1	FGF21
HFE2	BMP2
SHANK1	DLGAP1
NEK2	TUBA4A
SSRP1	CASP3
PSME2	PSMF1
HCST	PIK3CG
UBE2S	HERC2
RAD1	CLSPN
RPSA	RPS28
ADRBK1	OPRM1
CACNA1B	CACNG1
EIF6	RPS29
IGF1R	PIK3CD
YWHAE	YWHAZ
TYMP	HPGDS
HDAC2	HIST2H2AC
IL6	TYK2
CD3D	CD80
EDN1	MAPK8
BCR	SHC2
E2F1	CTNNB1
PPP3R2	ANAPC5
EIF5	LOC100291837
PSMB6	PSMD5
CCR3	GNAI3
PLK4	CEP164
CCL4L1	CXCR1
TGFBR2	SMAD2
ANAPC13	ANAPC2
ARNT	KDR
DAPK1	TSC2
ITGA2B	ARF6
PIAS3	SMAD4
TRIP12	SKP1
PSMA4	PSMB5
LAMC3	DAG1
GSK3B	RSBN1
PSME3	PSMA4
F2	PRKACB
PDGFB	FGFR2
GNB5	PDE6B
UBC	EIF2S2
IFNB1	IFNAR1
CDK4	SMAD3
PSMD12	SNCA
IL2RB	IL2RG
ALK	TP53
CD3G	SHC2
CDK1	DCTN3
IL12B	IL23A
MAF	IL4
SMAD3	MAX
PELP1	NR3C1
ITGA7	VASP
LPAR3	NFKBIA
CDC14B	CDC27
PSMA6	PSMF1
CHP2	ANAPC10
PRKCD	ITGB3
EGF	CYTH2
NTSR1	GNAQ
PCNT	SSNA1
TP53	MET
MAPKAPK5	UBE2I
GLI2	WNT10A
PSMC1	PSME2
RELA	CASP8
STAG1	SMC1A
CHEK1	CLSPN
CD14	SFTPA1
INADL	CLDN2
IL12RB1	STAT6
ZNF274	TP53
PROC	GPR172A
PTPN5	MAPK10
RPL23A	RPL27A
CACNG2	CACNA1B
GTF2F1	GTF2H4
PRKX	LIPE
MAPK1	APBB1
RAN	AR
IL13	PTGS2
PDE4D	CAMP
SEH1L	MAGOH
SKP1	TCF3
ELANE	CHUK
PSMA1	CDC16
NR1H3	NFKBIA
MYH14	MYL10
SMAD1	GATA4
MAPRE1	GH1
IL2	PTPN6
IAPP	JUN
CALM3	MYLK
IL10	IRF6
CCNE1	ANAPC1
CAMK2A	NOS1
ZYX	CRKL
EIF3H	EIF3J
HBA1	RPL38
CXCR6	GNAI3
SIN3A	MYC
RAC3	WASF3
UBXN1	PSMA2
DAXX	MAP2K4
MLST8	EIF3J
TAL1	TERT
PPP1R3B	GYS1
LAMA2	ITGA2B
COL5A3	ITGA5
AKT1	PDE3A
RAD9A	ATR
NFKB2	PTGS2
CDCA8	KIF23
TNFRSF1A	HDAC3
RPL30	RPS21
CDK4	ORC4L
ELK3	PIK3R2
GPHN	GLRA1
DYRK1B	PRKACA
RPL34	RPS16
POU2F1	FBXO32
DYNC1I2	CEP164
TP53	TCEAL1
FYN	BLNK
RELA	PPARA
FGF6	PLCG1
BIRC2	RIPK2
BMI1	CDKN2A
SOCS5	PRLR
FOSL1	IL6
CDK15	CBL
FBLN1	MAPK3
ITGB3	CRKL
CCL3L1	XCR1
CALR	CTAG1B
FGFR2	FGF19
IL2RG	IL9R
LPAR3	CCL11
CAMK2A	CD44
RASGRF1	NRAS
CCL26	CCR7
STK17A	PIR
HSPB1	PSMD9
SHFM1	PSMB11
POLD2	RFC1
FGF16	IGF1R
MYC	EIF2S1
HGF	ODC1
PCM1	ACTR1A
SMO	NCOA2
MYH4	ACTG1
